SpecName,accGenus,accSpecies,PalmTribe,PalmSubfamily,NativeRegion,CommonNamesFR,CommonNamesSP,CommonNamesEN,Photos,PhotoReferences,Climbing,Acaulescent,Erect,StemSolitary,StemArmed,LeavesArmed,MaxStemHeight_m,MaxStemDia_cm,UnderstoreyCanopy,MaxLeafNumber,Max_Blade_Length_m,Max_Rachis_Length_m,Max_Petiole_length_m,AverageFruitLength_cm,MinFruitLength_cm,MaxFruitLength_cm,AverageFruitWidth_cm,MinFruitWidth_cm,MaxFruitWidth_cm,FruitSizeCategorical,FruitShape,FruitColorDescription,MainFruitColors,"Conspicuousness
"
Astrocaryum ulei,Astrocaryum,ulei,Cocoseae,Arecoideae,"BOL, BZN, PER",Pas de nom commun,Sin nombre común,No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/32749821/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/35700871/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/32749857/large.jpeg,"(c) Marcus Athaydes, some rights reserved (CC BY-NC), uploaded by Marcus Athaydes (c) Marcus Athaydes, some rights reserved (CC BY-NC), uploaded by Marcus Athaydes (c) Marcus Athaydes, some rights reserved (CC BY-NC), uploaded by Marcus Athaydes",false,false,true,false,,true,8,20,canopy,14,5.1,5.1,,4.65,3.1,6.2,3,2.5,3.5,large,globose,orange brown,brown,"cryptic
"
Astrocaryum urostachys,Astrocaryum,urostachys,Cocoseae,Arecoideae,"CLM, ECU, PER",Pas de nom commun,Chuchano,No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/173907028/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/173907293/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/173907301/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/173907313/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/173907315/large.jpg,"(c) Russell Cumming, some rights reserved (CC BY-NC), uploaded by Russell Cumming (c) Russell Cumming, some rights reserved (CC BY-NC), uploaded by Russell Cumming (c) Russell Cumming, some rights reserved (CC BY-NC), uploaded by Russell Cumming (c) Russell Cumming, some rights reserved (CC BY-NC), uploaded by Russell Cumming (c) Russell Cumming, some rights reserved (CC BY-NC), uploaded by Russell Cumming",false,false,true,false,true,true,10,20,canopy,15,8,6,2.57,7.5,6,9,2.5,,,large,globose,immature fruits oviate; yellow with black spines,,"
"
Astrocaryum vulgare,Astrocaryum,vulgare,Cocoseae,Arecoideae,"BZC, BZE, BZN, FRG, GUY, SUR","aoura,awara","acquire,chontilla cumare,tucuma","awarra palm,fiber-palm tucuma palm,tucum palm",https://inaturalist-open-data.s3.amazonaws.com/photos/165563737/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/325168129/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/332483145/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/373587375/large.jpg,"(c) Fernando Praynha, some rights reserved (CC BY-NC), uploaded by Fernando Praynha (c) citronnelle_50, some rights reserved (CC BY-NC), uploaded by citronnelle_50 (c) Gustavo Gonsioroski, some rights reserved (CC BY-NC), uploaded by Gustavo Gonsioroski no rights reserved, uploaded by Soetjipto Verkuijl",false,false,true,false,true,true,15,20,canopy,16,7.5,5,2.6,4.25,3.5,5,3.2,2.5,3.7,large,ovoid,yellow; orange,yellow; orange,"conspicuous
"
Attalea allenii,Attalea,allenii,Cocoseae,Arecoideae,"CLM, PAN",Pas de nom commun,"bangue,Corozo chiquito igua,Mangue Taparín,taparo Táparo",No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/41328109/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/45782073/large.jpeg,"(c) Dr. Guido Bohne, some rights reserved (CC BY-SA), uploaded by Dr. Guido Bohne (c) Jan Meerman, some rights reserved (CC BY-NC), uploaded by Jan Meerman",false,true,false,true,false,false,0,,understorey,15,8.33,5.1,2.98,7,6,8,4.25,3.5,5,large,,light brown,brown,"cryptic
"
Attalea amygdalina,Attalea,amygdalina,Cocoseae,Arecoideae,CLM,Pas de nom commun,Sin nombre común,No Common Name,https://static.inaturalist.org/photos/35588792/large.jpeg; https://upload.wikimedia.org/wikipedia/commons/3/3b/Attalea_amygdalina_1.jpg,"(c) Bryan Daza, all rights reserved, uploaded by Bryan Daza",false,true,false,true,false,false,0.5,25,understorey,15,9.32,9,,7.5,6,9,5,,,large,globose,brown,brown,"cryptic
"
Attalea amylacea,Attalea,amylacea,Cocoseae,Arecoideae,BZL,Pas de nom commun,Sin nombre común,No Common Name,NoImages,"(c) Rich Hoyer, some rights reserved (CC BY-NC-SA), uploaded by Rich Hoyer (c) Freddy Santiago Zenteno Ruiz, all rights reserved, uploaded by Freddy Santiago Zenteno Ruiz (c) Isaac Oliveira, all rights reserved, uploaded by Isaac Oliveira (c) biologistdave, some rights reserved (CC BY-NC) (c) Ari Lopes da Rosa, some rights reserved (CC BY-NC) (c) Adriano Silvério, some rights reserved (CC BY-NC), uploaded by Adriano Silvério (c) Vincent A. Vos, some rights reserved (CC BY), uploaded by Vincent A. Vos (c) Millie Basden, some rights reserved (CC BY), uploaded by Millie Basden (c) Laura Roca Patton, all rights reserved, uploaded by Laura Roca Patton (c) Nilton Dourado, all rights reserved, uploaded by Nilton Dourado (c) Rudy Alarcon Alvarez, all rights reserved, uploaded by Rudy Alarcon Alvarez (c) Millie Basden, some rights reserved (CC BY), uploaded by Millie Basden",false,false,true,true,false,false,,,,,,,,,,,,,,,,,,"
"
Attalea anisitsiana,Attalea,anisitsiana,Cocoseae,Arecoideae,"BZC, PAR",Pas de nom commun,Sin nombre común,No Common Name,https://upload.wikimedia.org/wikipedia/commons/4/40/Contributions_du_Jardin_botanique_de_Rio_de_Janeiro_%281901%29_%2820686134675%29.jpg,"(c) Rich Hoyer, some rights reserved (CC BY-NC-SA), uploaded by Rich Hoyer (c) Freddy Santiago Zenteno Ruiz, all rights reserved, uploaded by Freddy Santiago Zenteno Ruiz (c) Isaac Oliveira, all rights reserved, uploaded by Isaac Oliveira (c) biologistdave, some rights reserved (CC BY-NC) (c) Ari Lopes da Rosa, some rights reserved (CC BY-NC) (c) Adriano Silvério, some rights reserved (CC BY-NC), uploaded by Adriano Silvério (c) Vincent A. Vos, some rights reserved (CC BY), uploaded by Vincent A. Vos (c) Millie Basden, some rights reserved (CC BY), uploaded by Millie Basden (c) Laura Roca Patton, all rights reserved, uploaded by Laura Roca Patton (c) Nilton Dourado, all rights reserved, uploaded by Nilton Dourado (c) Rudy Alarcon Alvarez, all rights reserved, uploaded by Rudy Alarcon Alvarez (c) Millie Basden, some rights reserved (CC BY), uploaded by Millie Basden",false,true,false,true,false,false,0,,understorey,,,,,,,,,,,,ovoid,,,"
"
Attalea apoda,Attalea,apoda,Cocoseae,Arecoideae,"BZC, BZL",Pas de nom commun,Sin nombre común,No Common Name,NoImages,"(c) Frutos Atrativos do Cerrado, some rights reserved (CC BY-NC-SA) (c) João Medeiros, some rights reserved (CC BY) (c) Márcia Martins, some rights reserved (CC BY), uploaded by Márcia Martins (c) Márcia Martins, some rights reserved (CC BY), uploaded by Márcia Martins (c) Márcia Martins, some rights reserved (CC BY), uploaded by Márcia Martins (c) Márcia Martins, some rights reserved (CC BY), uploaded by Márcia Martins (c) Márcia Martins, some rights reserved (CC BY), uploaded by Márcia Martins (c) Márcia Martins, some rights reserved (CC BY), uploaded by Márcia Martins (c) João Medeiros, some rights reserved (CC BY) (c) Márcia Martins, some rights reserved (CC BY), uploaded by Márcia Martins",false,false,true,true,false,false,13,,canopy,,,,,6,5,7,3.3,3,3.5,large,globose,brownish,brown,"cryptic
"
Attalea attaleoides,Attalea,attaleoides,Cocoseae,Arecoideae,"BZN, FRG, GUY, SUR",Pas de nom commun,Sin nombre común,No Common Name,https://static.inaturalist.org/photos/24852837/large.jpg,"(c) Sean A. Higgins, all rights reserved, uploaded by Sean A. Higgins",false,true,false,true,false,false,0,,understorey,11,8,6,2.1,5,4.5,5.5,2.25,2,2.5,large,ovoid,brownish,brown,"cryptic
"
Attalea barreirensis,Attalea,barreirensis,Cocoseae,Arecoideae,"BZC, BZE",Pas de nom commun,Sin nombre común,No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/430394004/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/430394053/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/430394081/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/430394102/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/430394118/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/430394121/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/430394163/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/430394312/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/443592472/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/443592478/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/443592485/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/443592497/large.jpeg; https://upload.wikimedia.org/wikipedia/commons/1/1f/Attalea_barreirensis_habitat.JPG; https://upload.wikimedia.org/wikipedia/commons/6/64/Attalea_barreirensis_fertile_materail.JPG; https://upload.wikimedia.org/wikipedia/commons/6/6e/Attalea_barreirensis_fruits.JPG; https://upload.wikimedia.org/wikipedia/commons/8/8e/Attalea_barreirensis_fertile_parts.JPG; https://upload.wikimedia.org/wikipedia/commons/d/d9/Attalea_barreirensis_habit.JPG,"(c) vitordematos12, some rights reserved (CC BY-NC) (c) vitordematos12, some rights reserved (CC BY-NC) (c) vitordematos12, some rights reserved (CC BY-NC) (c) vitordematos12, some rights reserved (CC BY-NC) (c) vitordematos12, some rights reserved (CC BY-NC) (c) vitordematos12, some rights reserved (CC BY-NC) (c) vitordematos12, some rights reserved (CC BY-NC) (c) vitordematos12, some rights reserved (CC BY-NC) (c) vitordematos12, some rights reserved (CC BY-NC) (c) vitordematos12, some rights reserved (CC BY-NC) (c) vitordematos12, some rights reserved (CC BY-NC) (c) vitordematos12, some rights reserved (CC BY-NC)",false,true,false,true,false,false,0,,understorey,9,2.13,1.8,0.38,5.25,5,5.5,3.75,3,4.5,large,,yellow to orange-red or crimson,yellow; orange; red,"conspicuous
"
Attalea bassleriana,Attalea,bassleriana,Cocoseae,Arecoideae,PER,Pas de nom commun,Sin nombre común,No Common Name,https://upload.wikimedia.org/wikipedia/commons/a/a9/Retrato_de_don_Jos%C3%A9_Jes%C3%BAs_del_%C3%81guila_C%C3%B3rdova.jpg,"(c) Forest and Kim Starr, some rights reserved (CC BY) (c) Reinaldo Aguilar, some rights reserved (CC BY-NC-SA) (c) Luis Humberto Vicente-Rivera, some rights reserved (CC BY-NC), uploaded by Luis Humberto Vicente-Rivera (c) Luis Humberto Vicente-Rivera, some rights reserved (CC BY-NC), uploaded by Luis Humberto Vicente-Rivera (c) Jens-Christian Svenning, some rights reserved (CC BY), uploaded by Jens-Christian Svenning (c) Yeison Herrera Medina, some rights reserved (CC BY-NC), uploaded by Yeison Herrera Medina (c) Jose Eduardo Mendoza Rojas, all rights reserved, uploaded by Jose Eduardo Mendoza Rojas (c) Marcus Athaydes, some rights reserved (CC BY-NC), uploaded by Marcus Athaydes (c) Mateo Hernandez Schmidt, some rights reserved (CC BY-NC-SA), uploaded by Mateo Hernandez Schmidt (c) jose_balderrama, some rights reserved (CC BY-NC), uploaded by jose_balderrama (c) jose_balderrama, some rights reserved (CC BY-NC), uploaded by jose_balderrama (c) Juan Carlos Ordoñez Jimenez, all rights reserved, uploaded by Juan Carlos Ordoñez Jimenez",false,false,true,true,false,false,,,,,,,,9.05,,,5.56,,,large,ovoid,,,"
"
Attalea blepharopus,Attalea,blepharopus,Cocoseae,Arecoideae,BOL,Pas de nom commun,Sin nombre común,No Common Name,NoImages,"(c) Forest and Kim Starr, some rights reserved (CC BY) (c) Reinaldo Aguilar, some rights reserved (CC BY-NC-SA) (c) Luis Humberto Vicente-Rivera, some rights reserved (CC BY-NC), uploaded by Luis Humberto Vicente-Rivera (c) Luis Humberto Vicente-Rivera, some rights reserved (CC BY-NC), uploaded by Luis Humberto Vicente-Rivera (c) Jens-Christian Svenning, some rights reserved (CC BY), uploaded by Jens-Christian Svenning (c) Yeison Herrera Medina, some rights reserved (CC BY-NC), uploaded by Yeison Herrera Medina (c) Jose Eduardo Mendoza Rojas, all rights reserved, uploaded by Jose Eduardo Mendoza Rojas (c) Marcus Athaydes, some rights reserved (CC BY-NC), uploaded by Marcus Athaydes (c) Mateo Hernandez Schmidt, some rights reserved (CC BY-NC-SA), uploaded by Mateo Hernandez Schmidt (c) jose_balderrama, some rights reserved (CC BY-NC), uploaded by jose_balderrama (c) jose_balderrama, some rights reserved (CC BY-NC), uploaded by jose_balderrama (c) Juan Carlos Ordoñez Jimenez, all rights reserved, uploaded by Juan Carlos Ordoñez Jimenez",false,false,true,true,false,false,,,,,,,,,,,,,,,globose,orange-brown,brown,"cryptic
"
Attalea brasiliensis,Attalea,brasiliensis,Cocoseae,Arecoideae,BZC,Pas de nom commun,Sin nombre común,No Common Name,https://upload.wikimedia.org/wikipedia/commons/b/b8/Attalea_brasiliensis_%2820445265406%29_%282%29.jpg; https://upload.wikimedia.org/wikipedia/commons/d/db/Attalea_brasiliensis_%2820462772922%29_%282%29.jpg; https://upload.wikimedia.org/wikipedia/commons/f/fa/Attalea_brasiliensis_%2820462772922%29.jpg,"(c) Luiz Alberto Santos, some rights reserved (CC BY-NC), uploaded by Luiz Alberto Santos (c) Luiz Alberto Santos, some rights reserved (CC BY-NC), uploaded by Luiz Alberto Santos (c) @oficial_ednardomartins, all rights reserved, uploaded by @oficial_ednardomartins (c) @oficial_ednardomartins, all rights reserved, uploaded by @oficial_ednardomartins (c) @oficial_ednardomartins, all rights reserved, uploaded by @oficial_ednardomartins (c) @oficial_ednardomartins, all rights reserved, uploaded by @oficial_ednardomartins (c) João Medeiros, some rights reserved (CC BY) (c) João Medeiros, some rights reserved (CC BY) (c) Alex Popovkin, Bahia, Brazil, some rights reserved (CC BY-NC-SA) (c) João Medeiros, some rights reserved (CC BY)",false,false,true,true,false,false,6,,canopy,,,,,6,,,5,4.8,5.2,large,globose,orange-brown,brown,"cryptic
"
Attalea brejinhoensis,Attalea,brejinhoensis,Cocoseae,Arecoideae,BZE,Pas de nom commun,Sin nombre común,No Common Name,NoImages,"(c) Jackson Góes, some rights reserved (CC BY-NC), uploaded by Jackson Góes (c) flavioubaid, some rights reserved (CC BY-NC) (c) Mauricio Mercadante, some rights reserved (CC BY-NC-SA) (c) Martin Lowry, some rights reserved (CC BY-NC), uploaded by Martin Lowry (c) Artur Luiz, all rights reserved, uploaded by Artur Luiz (c) MarcosHalemFelix, some rights reserved (CC BY-NC), uploaded by MarcosHalemFelix (c) Matt Boyle, all rights reserved, uploaded by Matt Boyle (c) Lucas C. Marinho, some rights reserved (CC BY-NC), uploaded by Lucas C. Marinho (c) Matt Boyle, all rights reserved, uploaded by Matt Boyle (c) Gustavo Gonsioroski, some rights reserved (CC BY-NC), uploaded by Gustavo Gonsioroski (c) Laurent Quéno, some rights reserved (CC BY-NC), uploaded by Laurent Quéno",false,false,true,true,false,false,30,50,canopy,,9.32,8.3,,9,8,10,6,5,7,large,globose,,,"
"
Attalea burretiana,Attalea,burretiana,Cocoseae,Arecoideae,"BZE, BZL",Pas de nom commun,Sin nombre común,No Common Name,https://upload.wikimedia.org/wikipedia/commons/3/3d/Gardenology.org-IMG_1772_hunt09oct.jpg; https://upload.wikimedia.org/wikipedia/commons/9/9c/Gardenology.org-IMG_1970_hunt08sep.jpg,"(c) Marcondes Oliveira, some rights reserved (CC BY-NC), uploaded by Marcondes Oliveira (c) Marcondes Oliveira, some rights reserved (CC BY-NC), uploaded by Marcondes Oliveira (c) Gabriel Bonfa, all rights reserved, uploaded by Gabriel Bonfa",false,false,true,,false,false,,,,,,,,7.27,7,8.5,4.55,5,6,large,,brown to dark brown,brown,"cryptic
"
Attalea butyracea,Attalea,butyracea,Cocoseae,Arecoideae,"BOL, BZC, BZN, CLM, ECU, PER, VEN",Pas de nom commun,Sin nombre común,kuakish,https://upload.wikimedia.org/wikipedia/commons/0/06/Attalea_butyracea_0zz.jpg; https://upload.wikimedia.org/wikipedia/commons/1/14/Male_inflorescence_of_Attalea_sp..JPG; https://upload.wikimedia.org/wikipedia/commons/1/15/Palma_de_Cuesco_Carmen_de_Apical%C3%A1_Tolima_Colombia_-_panoramio.jpg; https://upload.wikimedia.org/wikipedia/commons/1/15/Starr-091104-0973-Scheelea_butyracea-plant_tag-Kahanu_Gardens_NTBG_Kaeleku_Hana-Maui_%2824869952462%29.jpg; https://upload.wikimedia.org/wikipedia/commons/2/24/Otros_corozos.jpg; https://upload.wikimedia.org/wikipedia/commons/2/26/Attalea_butyracea_4zz.jpg; https://upload.wikimedia.org/wikipedia/commons/2/26/Palma_del_vino_-_Corozo_de_cerdo_%28Attalea_butyracea%29_%2814744872265%29.jpg; https://upload.wikimedia.org/wikipedia/commons/3/3c/Palma_de_vino_-_Corozo_de_puerco_%28Attalea_butyracea%29_%2814335003049%29.jpg; https://upload.wikimedia.org/wikipedia/commons/4/4c/Palma_del_vino_-_Corozo_de_cerdo_%28Attalea_butyracea%29_%2814558233279%29.jpg; https://upload.wikimedia.org/wikipedia/commons/5/50/Attalea_butyracea_1zz.jpg; https://upload.wikimedia.org/wikipedia/commons/5/55/Attalea_butyracea--_the_American_Oil_Palm._%2829319843680%29.jpg; https://upload.wikimedia.org/wikipedia/commons/6/62/Attalea_butyracea_2zz.jpg; https://upload.wikimedia.org/wikipedia/commons/6/6e/Palma_del_vino_-_Corozo_de_cerdo_%28Attalea_butyracea%29_%2814742514624%29.jpg; https://upload.wikimedia.org/wikipedia/commons/7/73/Starr-091104-9252-Scheelea_butyracea-habit_with_Kim-Kahanu_Gardens_NTBG_Kaeleku_Hana-Maui_%2824693391290%29.jpg; https://upload.wikimedia.org/wikipedia/commons/7/7d/Attalea_butyracea_%2819601924100%29.jpg; https://upload.wikimedia.org/wikipedia/commons/8/81/Attalea_butyracea_RBGK.JPG; https://upload.wikimedia.org/wikipedia/commons/8/8a/Attalea_butyracea_3zz.jpg; https://upload.wikimedia.org/wikipedia/commons/a/a8/Florae_Columbiae_%28Plate_CLXXVI%29_%288205991378%29.jpg; https://upload.wikimedia.org/wikipedia/commons/b/bc/Starr-120606-6923-Scheelea_butyracea-habit-Kahanu_Gardens_Hana-Maui_%2824776825299%29.jpg; https://upload.wikimedia.org/wikipedia/commons/d/d4/Male_inflorescence_of_Attalea_sp.jpg; https://upload.wikimedia.org/wikipedia/commons/e/e5/Starr-091104-8791-Scheelea_butyracea-habit-Kahanu_Gardens_NTBG_Kaeleku_Hana-Maui_%2824692566060%29.jpg; https://upload.wikimedia.org/wikipedia/commons/f/f9/Starr-091104-0972-Scheelea_butyracea-habit-Kahanu_Gardens_NTBG_Kaeleku_Hana-Maui_%2824357338864%29.jpg; https://upload.wikimedia.org/wikipedia/commons/f/fc/Palma_del_vino_-_Corozo_de_puerco_%28Attalea_butyracea%29_%2814541709103%29.jpg; https://upload.wikimedia.org/wikipedia/commons/f/fe/Starr-120606-6924-Scheelea_butyracea-habit-Kahanu_Gardens_Hana-Maui_%2825118181506%29.jpg,"(c) Forest and Kim Starr, some rights reserved (CC BY) (c) Reinaldo Aguilar, some rights reserved (CC BY-NC-SA) (c) Luis Humberto Vicente-Rivera, some rights reserved (CC BY-NC), uploaded by Luis Humberto Vicente-Rivera (c) Luis Humberto Vicente-Rivera, some rights reserved (CC BY-NC), uploaded by Luis Humberto Vicente-Rivera (c) Jens-Christian Svenning, some rights reserved (CC BY), uploaded by Jens-Christian Svenning (c) Yeison Herrera Medina, some rights reserved (CC BY-NC), uploaded by Yeison Herrera Medina (c) Jose Eduardo Mendoza Rojas, all rights reserved, uploaded by Jose Eduardo Mendoza Rojas (c) Marcus Athaydes, some rights reserved (CC BY-NC), uploaded by Marcus Athaydes (c) Mateo Hernandez Schmidt, some rights reserved (CC BY-NC-SA), uploaded by Mateo Hernandez Schmidt (c) jose_balderrama, some rights reserved (CC BY-NC), uploaded by jose_balderrama (c) jose_balderrama, some rights reserved (CC BY-NC), uploaded by jose_balderrama (c) Juan Carlos Ordoñez Jimenez, all rights reserved, uploaded by Juan Carlos Ordoñez Jimenez",false,false,true,true,false,false,25,75,canopy,35,13.34,10,2.75,8.25,4.5,12,3.75,3,4.5,large,ovoid,dull orange; yellow or brown,orange; yellow; brown,"conspicuous
"
Attalea camopiensis,Attalea,camopiensis,Cocoseae,Arecoideae,FRG,Pas de nom commun,Sin nombre común,No Common Name,NoImages,NoReferences,false,true,false,true,false,false,0,,understorey,,,,,,,,,,,,ovoid,,,"
"
Attalea cephalotus,Attalea,cephalotus,Cocoseae,Arecoideae,PER,Pas de nom commun,Sin nombre común,No Common Name,NoImages,"(c) Russell Cumming, some rights reserved (CC BY-NC), uploaded by Russell Cumming (c) Russell Cumming, some rights reserved (CC BY-NC), uploaded by Russell Cumming (c) Russell Cumming, some rights reserved (CC BY-NC), uploaded by Russell Cumming (c) Russell Cumming, some rights reserved (CC BY-NC), uploaded by Russell Cumming",false,false,true,true,false,false,,,,,,,,,,,,,,,ovoid,,,"
"
Attalea cohune,Attalea,cohune,Cocoseae,Arecoideae,"BLZ, CLM, ELS, GUA, HON, MXT, NIC",Pas de nom commun,Corozo cohune,"cohune palm,Cohune Palm",https://inaturalist-open-data.s3.amazonaws.com/photos/123803095/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/1477388/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/6291331/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/8715702/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/9958077/large.jpg; https://upload.wikimedia.org/wikipedia/commons/4/4d/Atriplex_lindleyi.jpg; https://upload.wikimedia.org/wikipedia/commons/6/62/Attalea_cohune_265104339.jpg; https://upload.wikimedia.org/wikipedia/commons/6/6c/Descriptive_catalogue_and_price_list_-_tropical_and_semi-tropical%2C_fruit_trees%2C_palms%2C_ornamental_plants%2C_orchids_and_greenhouse_plants_%281891%29_%2820684367788%29.jpg; https://upload.wikimedia.org/wikipedia/commons/7/77/Americana_1920_Forest_Trees_-_Cohune_Palm_and_Mahoe.jpg; https://upload.wikimedia.org/wikipedia/commons/7/7e/Attalea_cohune-1-botanical_garden-lalbagh-bangaluru-India.jpg; https://upload.wikimedia.org/wikipedia/commons/c/c4/Attalea_cohune-2-botanical_garden-lalbagh-bangaluru-India.jpg; https://upload.wikimedia.org/wikipedia/commons/c/ca/Native_and_exotic_plants%2C_trees_and_shrubs_%281901%29_%2820374166740%29.jpg; https://upload.wikimedia.org/wikipedia/commons/c/cf/Attalea_cohune_-_Naples_Botanical_Garden_-_Naples%2C_Florida_-_DSC09657.jpg; https://upload.wikimedia.org/wikipedia/commons/d/d0/Attalea_cohune_428039467.jpg; https://upload.wikimedia.org/wikipedia/commons/e/ef/The_ornamental_trees_of_Hawaii_%281917%29_%2814579316978%29.jpg; https://upload.wikimedia.org/wikipedia/commons/f/ff/Attalea_cohune_198163340.jpg,"(c) Tony Rodd, some rights reserved (CC BY-NC-SA) (c) Tony Rodd, some rights reserved (CC BY-NC-SA) (c) Silvano LG, some rights reserved (CC BY-NC), uploaded by Silvano LG (c) Mateo Hernandez Schmidt, some rights reserved (CC BY-NC-SA), uploaded by Mateo Hernandez Schmidt (c) Alexis López Hernández, some rights reserved (CC BY), uploaded by Alexis López Hernández",false,false,true,true,false,false,25,60,canopy,30,14.35,9,4.1,6,4,8,3.9,3.3,4.5,large,,brown or yellow-brown,brown,"cryptic
"
